timestamp,input_id,status,button_status,percent
timestamp,x,y,z
timestamp,LX,LY,RX,RY,LT,RT,DPAD_X,DPAD_Y,A,B,X,Y,LB,RB,LT,RT,BACK,START,LS,RS,UP,DOWN,LEFT,RIGHT
2024-08-16 13:01:37.965154,S1X_-1,inactive,0,0.16879580333333336
2024-08-16 13:01:37.973636,0.5538188171386719,0.5949426778157552,1.0
2024-08-16 13:01:37.966444,0.0,-0.8312041759490967,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.001620,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.001620,TL,inactive,0,0.0
2024-08-16 13:01:38.001620,TR,inactive,0,0.0
2024-08-16 13:01:38.001620,S1Y_-1,active,0,0.7104920433333333
2024-08-16 13:01:38.001620,S1X_-1,inactive,0,0.28950795666666673
2024-08-16 13:01:38.003644,0.0,-0.7104920148849487,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.024741,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.024741,TL,inactive,0,0.0
2024-08-16 13:01:38.024741,TR,inactive,0,0.0
2024-08-16 13:01:38.024741,S1Y_-1,active,0,0.6306935533333332
2024-08-16 13:01:38.024741,S1X_-1,inactive,0,0.36930644666666673
2024-08-16 13:01:38.014933,0.5519416046142578,0.5932204182942709,1.0
2024-08-16 13:01:38.026105,0.0,-0.6306935548782349,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.053476,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.053476,TL,inactive,0,0.0
2024-08-16 13:01:38.053476,TR,inactive,0,0.0
2024-08-16 13:01:38.053476,S1Y_-1,inactive,0,0.5348325733333332
2024-08-16 13:01:38.053476,S1X_-1,active,0,0.4651674266666667
2024-08-16 13:01:38.047162,0.555633430480957,0.5799177042643229,1.0
2024-08-16 13:01:38.054504,-0.46516743302345276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.070063,0.5559339904785157,0.5865892028808594,1.0
2024-08-16 13:01:38.090301,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.090301,TL,inactive,0,0.0
2024-08-16 13:01:38.090301,TR,inactive,0,0.0
2024-08-16 13:01:38.090301,S1Y_-1,inactive,0,0.4121629333333332
2024-08-16 13:01:38.090301,S1X_-1,active,0,0.5878370666666667
2024-08-16 13:01:38.104560,0.5594676208496093,0.5851561991373698,1.0
2024-08-16 13:01:38.091753,-0.5878370404243469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.139550,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.139550,TL,inactive,0,0.0
2024-08-16 13:01:38.139550,TR,inactive,0,0.0
